일자,기온(°C),풍속(km/h),체감온도(°C)
2000-02-03,-3.4,13.7,-8.3
2000-02-04,-4.3,9,-8.1
2000-02-05,-4.9,8.3,-8.6
2000-02-06,-1,14.4,-5.5
2000-02-07,-5.5,16.2,-11.5
2000-02-08,-9.2,20.2,-16.9
2000-02-09,-9,11.2,-14.5
2000-02-10,-8,8.6,-12.4
2000-02-11,-1.1,8.3,-4.1
2000-02-12,0.4,7.2,-2
2000-02-13,-1.5,6.8,-4.1
2000-02-14,-4.2,19.8,-10.5
2000-02-15,-7.3,20.2,-14.5
2000-02-16,-6.7,18.7,-13.5
2000-02-17,-7.3,13,-12.9
2000-02-18,-5.5,9.7,-9.8
2000-02-19,-3,7.6,-6.1
2000-02-20,-3.9,13,-8.8
2000-02-21,-4.8,10.4,-9.2
2000-02-22,-4.8,10.8,-9.3
2000-02-23,-3.1,16.2,-8.5
2000-02-24,-5.7,18,-12.1
2000-02-25,-5.6,9.4,-9.8
2000-02-26,-0.6,18,-5.7
2000-02-27,-2.3,10.8,-6.3
2000-02-28,-5.4,17.3,-11.6
2000-02-29,,,
2000-03-01,-2.7,7.2,-5.6
2000-03-02,2.5,9,-0.1
2000-03-03,1.6,7.6,-0.7
2000-03-04,5,10.8,2.5
2000-03-05,2,10.8,-1.1
2000-03-06,-1.6,18.4,-7
2000-03-07,-4.2,14.4,-9.5
2000-03-08,-4.5,10.8,-8.9
2000-03-09,-2.5,13,-7.1
2000-03-10,-2.5,10.1,-6.3
2000-03-11,4.5,13.7,1.3
2000-03-12,1.8,17.6,-2.6
2000-03-13,1.3,12.2,-2.3
2000-03-14,1.9,7.6,-0.4
2000-03-15,1.5,8.3,-1.1
2000-03-16,3.6,20.2,-0.7
2000-03-17,1.6,11.5,-1.8
2000-03-18,7.5,15.1,4.8
2000-03-19,2.8,14.4,-0.9
2000-03-20,2.3,7.6,0.1
2000-03-21,4.2,7.6,2.3
2000-03-22,0,5.4,-1.8
2000-03-23,4.9,12.6,2
2000-03-24,2.2,13.7,-1.5
2000-03-25,1.1,10.4,-2.1
2000-03-26,3.2,9,0.8
2000-03-27,5.8,7.9,4.1
2000-03-28,0,7.6,-2.6
2000-03-29,4,14.8,0.5
2000-03-30,4.6,11.5,1.9
2000-03-31,,,
2000-04-01,5.3,6.8,3.8
2000-04-02,7.7,5.4,7
2000-04-03,7.9,5,7.4
2000-04-04,9.5,9,8.2
2000-04-05,6.7,14.4,3.9
2000-04-06,4.7,9.7,2.4
2000-04-07,6.2,19.8,2.6
2000-04-08,4.3,10.1,1.8
2000-04-09,6.4,8.6,4.6
2000-04-10,2.7,26.3,-2.6
2000-04-11,2.9,12.6,-0.4
2000-04-12,7.8,13.3,5.4
2000-04-13,10,12.6,8.2
2000-04-14,0,13.7,-4.2
2000-04-15,8.6,8.6,7.2
2000-04-16,5.9,6.5,4.6
2000-04-17,0,15.8,-4.6
2000-04-18,,,
2000-04-19,10,11.9,8.3
2000-04-20,0,7.9,-2.7
2000-04-21,0,11.9,-3.8
2000-04-22,8.4,16.2,5.8
2000-04-23,7.3,16.2,4.4
2000-04-24,7.5,11.9,5.3
2000-04-25,9.9,9.4,8.6
2000-04-26,9.4,16.9,6.9
2000-04-27,9,14,6.8
2000-04-28,6.2,6.5,4.9
2000-04-29,8.7,6.8,7.8
2000-05-01,19.2,55.9,20
2000-05-02,19.8,40.3,19.4
2000-05-03,21.9,38.3,21.2
2000-05-04,23.9,31.9,22.4
2000-05-05,21.9,39.2,21.2
2000-05-06,19.3,48.4,19.5
2000-05-07,19.5,39,19
2000-05-08,23.3,35.6,22.3
2000-05-09,24.8,96.7,28.4
2000-05-10,19.3,33.1,18.4
2000-05-11,14.1,73.5,16
2000-05-12,18.2,56.2,19
2000-05-13,24.6,33,23.2
2000-05-14,24.3,43.6,23.9
2000-05-15,21.6,49.2,21.8
2000-05-16,21,55.7,21.7
2000-05-17,22.4,52.6,22.8
2000-05-18,23.6,47.7,23.6
2000-05-19,20.6,56.7,21.4
2000-05-20,21.3,53.4,21.8
2000-05-21,22.6,48,22.6
2000-05-22,24.9,52.5,25.3
2000-05-23,24.8,63.4,26
2000-05-24,27,49.5,27
2000-05-25,30.1,39.1,29.1
2000-05-26,27.1,52.2,27.4
2000-05-27,18.6,86,21.3
2000-05-28,23.7,45.6,23.5
2000-05-29,26.6,43.5,26.1
2000-05-30,21.3,83.9,24
2000-05-31,25.1,48.4,25.1
2000-06-01,26,50.1,26.1
2000-06-02,27.7,47.6,27.6
2000-06-03,31.8,39.3,30.7
2000-06-04,32.6,21.9,29.1
2000-06-05,31.2,32.8,29.3
2000-06-06,27.7,41.5,27
2000-06-07,25.8,52.4,26.2
2000-06-08,23.1,60.2,24.1
2000-06-09,27.8,37.8,26.7
2000-06-10,25.1,54,25.6
2000-06-11,28.4,30.3,26.4
2000-06-12,29.6,25.9,27
2000-06-13,29.6,37.4,28.4
2000-06-14,29.5,41.5,28.7
2000-06-15,32,37.4,30.6
2000-06-16,29.5,52.6,29.8
2000-06-17,30.2,50.5,30.3
2000-06-18,34,37.5,32.6
2000-06-19,33.3,37.5,31.9
2000-06-20,32.2,41,31.2
2000-06-21,31,48.4,30.9
2000-06-22,27.7,60.2,28.7
2000-06-23,26.3,63.6,27.5
2000-06-24,28.1,55,28.6
2000-06-25,28.3,56.1,28.9
2000-06-26,26.5,71.8,28.4
2000-06-27,30,51.1,30.1
2000-06-28,33.1,37.4,31.7
2000-06-29,25.7,68,27.3
2000-06-30,25.8,91.1,29.1
2000-07-01,30.8,50.8,30.9
2000-07-02,33.4,48.2,33.2
2000-07-03,33.2,50.4,33.2
2000-07-04,33.6,53.3,33.9
2000-07-05,33.9,49,33.8
2000-07-06,34.2,49.8,34.2
2000-07-07,33.4,44.3,32.8
2000-07-08,33,35.3,31.4
2000-07-09,30.4,56.8,31
2000-07-10,34,38.1,32.7
2000-07-11,27.6,64.7,29
2000-07-12,28.7,67.8,30.3
2000-07-13,31,57,31.7
2000-07-14,30.5,56.9,31.2
2000-07-15,30.7,59.6,31.6
2000-07-16,28.6,67.2,30.2
2000-07-17,30.5,63.5,31.7
2000-07-18,32,59.3,32.9
2000-07-19,28.9,72.3,30.8
2000-07-20,31.8,61.5,32.9
2000-07-21,30.3,68.5,31.9
2000-07-22,25.9,86.3,28.9
2000-07-23,29.5,57.5,30.2
2000-07-24,30.9,52.7,31.2
2000-07-25,29.7,58.5,30.5
2000-07-26,31.5,48.6,31.4
2000-07-27,31.4,57.2,32.1
2000-07-28,31.7,53.3,32
2000-07-29,29.7,69.9,31.5
2000-07-30,26.5,84.7,29.3
2000-07-31,30.3,45.4,29.9
2000-08-01,31.2,47.7,31
2000-08-02,33.9,44.2,33.3
2000-08-03,32.2,96.8,36.2
2000-08-04,29.4,63.5,30.6
2000-08-05,28.4,82.7,31.2
2000-08-06,25.3,86.9,28.3
2000-08-07,28.2,77.2,30.5
2000-08-08,31.6,59,32.5
2000-08-09,31.4,59.8,32.3
2000-08-10,32.2,53.6,32.5
2000-08-11,32.9,53.7,33.3
2000-08-12,33.1,53.8,33.5
2000-08-13,33.2,49.1,33.1
2000-08-14,32.2,54.2,32.6
2000-08-15,32.6,53,32.9
2000-08-16,31.8,60.6,32.8
2000-08-17,35,47,34.6
2000-08-18,34.5,46.4,34.1
2000-08-19,26.7,63.7,28
2000-08-20,24.3,81.6,26.9
2000-08-21,26.2,69,27.9
2000-08-22,28.8,54.4,29.3
2000-08-23,30.1,46.2,29.8
2000-08-24,25.4,78.6,27.8
2000-08-25,23.3,90.4,26.5
2000-08-26,22.6,96.7,26.2
2000-08-27,26.7,97.3,30.5
2000-08-28,28.2,77.6,30.5
2000-08-29,32.2,58.9,33.1
2000-08-30,33.3,51.9,33.5
2000-08-31,29.8,85.8,32.8
2000-09-01,26,78.7,28.4
2000-09-02,30.2,66.3,31.7
2000-09-03,31,59.8,31.9
2000-09-04,29.5,47.3,29.3
2000-09-05,28.5,49,28.5
2000-09-06,25.2,79,27.6
2000-09-07,21,83.8,23.7
2000-09-08,23.2,69.4,24.9
2000-09-09,22.8,65.3,24.2
2000-09-10,27.5,43.5,27
2000-09-11,25.7,42.5,25.2
2000-09-12,24.2,42,23.7
2000-09-13,17.5,86.3,20.3
2000-09-14,17.3,94.9,20.6
2000-09-15,18.2,92.5,21.3
2000-09-16,17.6,89.8,20.6
2000-09-17,23.5,53.9,24
2000-09-18,23.6,41.1,23
2000-09-19,25.5,43.6,25.1
2000-09-20,27.5,52.6,27.8
2000-09-21,25.7,53.9,26.2
2000-09-22,26.1,52,26.4
2000-09-23,25.9,57,26.6
2000-09-24,24.3,60.4,25.3
2000-09-25,24.8,45.1,24.6
2000-09-26,25.8,41.3,25.2
2000-09-27,25.6,41.1,25
2000-09-28,19.4,61.4,20.5
2000-09-29,26.7,33.8,25.2
2000-09-30,25.3,43.8,24.9
2000-10-12,0,5,-1.6
2000-10-13,0,13.7,-4.2
2000-10-14,0,7.9,-2.7
2000-10-16,7.7,4.7,7.3
2000-10-17,9.3,4.7,9.1
2000-10-18,,,
2000-10-19,,,
2000-10-20,,,
2000-10-21,,,
2000-10-22,,,
2000-10-23,,,
2000-10-24,,,
2000-10-25,0,11.9,-3.8
2000-10-26,7.1,22,3.5
2000-10-27,7.8,5,7.3
2000-10-29,7.9,7.2,6.7
2000-10-30,3.6,5,2.5
2000-10-31,,,
2000-11-01,,,
2000-11-02,,,
2000-11-03,,,
2000-11-04,,,
2000-11-05,9.5,5.8,9
2000-11-06,8.4,5,7.9
2000-11-07,2.2,17.3,-2.1
2000-11-08,0.1,15.5,-4.4
2000-11-09,0.1,4.7,-1.3
2000-11-10,0.5,11.9,-3.2
2000-11-11,-1.2,12.2,-5.3
2000-11-12,0.6,8.6,-2.2
2000-11-13,0.9,5.4,-0.7
2000-11-14,4.5,5.8,3.2
2000-11-15,8.6,8.6,7.2
2000-11-16,3.9,13.7,0.6
2000-11-17,3.1,12.2,-0.1
2000-11-18,0,9.4,-3.2
2000-11-19,1,10.1,-2.1
2000-11-20,1.8,18,-2.7
2000-11-21,-2.3,15.1,-7.3
2000-11-22,-3.8,7.2,-6.9
2000-11-23,-0.2,6.8,-2.6
2000-11-24,6.1,7.6,4.5
2000-11-25,5.5,8.3,3.6
2000-11-26,2,15.1,-2
2000-11-27,-0.8,11.5,-4.7
2000-11-28,0.9,5.4,-0.7
2000-11-29,-1.6,6.8,-4.2
2000-11-30,,,
2000-12-01,2.1,5.4,0.6
2000-12-02,2.1,7.2,0
2000-12-03,-0.9,8.3,-3.9
2000-12-04,-3.7,7.2,-6.8
2000-12-05,-2.8,15.5,-8
2000-12-06,-3.5,12.6,-8.2
2000-12-07,0.2,11.2,-3.4
2000-12-08,5.2,8.6,3.2
2000-12-09,3.9,5.8,2.5
2000-12-10,-5.2,15.1,-10.8
2000-12-11,-7.3,17.3,-13.9
2000-12-12,-9.1,11.5,-14.7
2000-12-13,-4.4,9.7,-8.5
2000-12-14,-1.1,6.5,-3.5
2000-12-15,5.3,17.3,1.8
2000-12-16,-2.7,13,-7.3
2000-12-17,-4.8,6.8,-7.9
2000-12-18,-1.3,7.6,-4.1
2000-12-19,-1.4,15.1,-6.2
2000-12-20,-0.1,14.4,-4.4
2000-12-21,-1.8,13.7,-6.4
2000-12-22,0.9,9,-2
2000-12-23,0.6,17.6,-4.1
2000-12-24,-0.7,14.8,-5.2
2000-12-25,-9.6,15.1,-16.3
2000-12-26,-11,14,-17.7
2000-12-27,-9.2,9.4,-14.1
2000-12-28,-3.6,14.8,-8.8
2000-12-29,-6.5,6.5,-9.7
2000-12-30,-1.8,8.6,-5
2000-12-31,,,
2001-01-01,-9.5,10.1,-14.7
2001-01-02,-9,20.2,-16.6
2001-01-03,-9.2,18.7,-16.6
2001-01-04,-11.8,13.7,-18.6
2001-01-05,-9.4,11.5,-15
2001-01-06,-8.6,8.3,-13
2001-01-07,-0.9,16.9,-5.9
2001-01-08,0.1,8.6,-2.8
2001-01-09,-6,13.7,-11.5
2001-01-10,-8.5,17.3,-15.4
2001-01-11,-14.1,13,-21.2
2001-01-12,-14.6,13,-21.8
2001-01-13,-14.6,15.5,-22.6
2001-01-14,-16.7,23.8,-27.1
2001-01-15,-17.9,13.3,-25.9
2001-01-16,-15,12.6,-22.2
2001-01-17,-15,7.6,-20.2
2001-01-18,-4.4,8.6,-8.1
2001-01-19,-3.4,6.1,-6
2001-01-20,-1.8,13,-6.2
2001-01-21,-3.3,6.8,-6.2
2001-01-22,-3.8,7.2,-6.9
2001-01-23,-6.7,12.2,-12
2001-01-24,-4.4,7.2,-7.6
2001-01-25,1.3,13.3,-2.5
2001-01-26,0,14.4,-4.3
2001-01-27,-1.7,10.1,-5.4
2001-01-28,-6.4,17.6,-12.9
2001-01-29,-7.7,10.1,-12.5
2001-01-30,-2.8,5,-4.8
2001-01-31,,,
2001-02-01,-9,11.2,-14.5
2001-02-02,-9.7,10.4,-15
2001-02-03,-3.4,6.5,-6.2
2001-02-04,-0.9,5,-2.6
2001-02-05,-2.2,6.1,-4.6
2001-02-06,0.2,10.4,-3.2
2001-02-07,-7.7,22.3,-15.4
2001-02-08,-8.7,13.7,-14.8
2001-02-09,-4.5,8.3,-8.1
2001-02-10,-3.3,9.7,-7.2
2001-02-11,-6,14.8,-11.8
2001-02-12,-6.4,13.7,-12
2001-02-13,-6.2,11.5,-11.2
2001-02-14,-6.6,10.4,-11.3
2001-02-15,-4.6,14.4,-10
2001-02-16,-7.3,16.6,-13.8
2001-02-17,-7,9,-11.3
2001-02-18,-0.4,9,-3.5
2001-02-19,1.9,10.1,-1.1
2001-02-20,-0.3,7.6,-3
2001-02-21,3.7,6.5,2.1
2001-02-22,2.3,8.6,-0.2
2001-02-23,0.5,16.2,-4
2001-02-24,-2,13.7,-6.6
2001-02-25,-4.6,10.8,-9
2001-02-26,-3,5.8,-5.4
2001-02-27,1.1,8.6,-1.6
2001-02-28,,,
,,,
2001-03-01,4.1,7.2,2.3
2001-03-02,0.7,7.6,-1.8
2001-03-03,-0.2,18.7,-5.3
2001-03-04,-3.2,20.5,-9.4
2001-03-05,-1.9,18.7,-7.4
2001-03-06,0.9,22.3,-4.4
2001-03-07,-4.1,18.7,-10.2
2001-03-08,-6.2,18.4,-12.8
2001-03-09,-4.9,16.2,-10.7
2001-03-10,-1.3,13,-5.6
2001-03-11,-2.7,9.7,-6.5
2001-03-12,-2.2,13,-6.7
2001-03-13,-1.5,8.6,-4.7
2001-03-14,4.6,18.4,0.8
2001-03-15,0.3,15.8,-4.2
2001-03-16,0.1,7.6,-2.5
2001-03-17,6.2,18,2.8
2001-03-18,3.7,10.8,0.9
2001-03-19,4.3,8.3,2.2
2001-03-20,7.3,6.8,6.1
2001-03-21,5.6,8.3,3.8
2001-03-22,8.5,13,6.3
2001-03-23,4.7,6.1,3.3
2001-03-24,6.2,7.2,4.8
2001-03-25,3.5,17.3,-0.5
2001-03-26,0.4,13.7,-3.7
2001-03-27,0.9,9.7,-2.2
2001-03-28,1.1,13,-2.7
2001-03-29,0.8,11.2,-2.7
2001-03-30,2,9.7,-0.9
2001-03-31,,,
2001-04-01,3.1,14.8,-0.6
2001-04-02,5.2,19.8,1.3
2001-04-03,2.4,9,-0.2
2001-04-04,5.6,6.5,4.3
2001-04-05,5.8,7.6,4.2
2001-04-06,7,6.1,6
2001-04-07,,,
2001-04-08,,,
2001-04-09,,,
2001-04-10,,,
2001-04-11,6.1,17.3,2.8
2001-04-12,6.1,17.6,2.7
2001-04-13,6,11.5,3.6
2001-04-14,5.2,13,2.3
2001-04-15,8.4,14.4,6
2001-04-16,9.9,8.3,8.8
2001-04-17,8.1,5.8,7.3
2001-04-18,,,
2001-04-19,,,
2001-04-20,,,
2001-04-21,9.7,9,8.5
2001-04-22,9.7,7.9,8.7
2001-04-23,9.3,13,7.3
2001-04-24,9.2,10.1,7.7
2001-04-25,8.8,5.8,8.1
2001-04-26,10,9,8.8
2001-04-27,8.4,6.8,7.4
2001-05-01,17.7,58.8,18.7
2001-05-02,20.3,41.5,20
2001-05-03,22,34.8,21
2001-05-04,19.1,48,19.3
2001-05-05,23.6,45,23.4
2001-05-06,25.3,40.5,24.6
2001-05-07,22.3,45.1,22.2
2001-05-08,27.9,31.3,26.1
2001-05-09,17.8,52,18.3
2001-05-10,20.9,34.1,19.9
2001-05-11,21.8,36.8,21
2001-05-12,24.4,31.6,22.9
2001-05-13,26.6,29.9,24.7
2001-05-14,27.1,30.3,25.2
2001-05-15,19,76.9,21.2
2001-05-16,23.1,31.5,21.7
2001-05-17,27.3,33.7,25.8
2001-05-18,20.1,72,21.9
2001-05-19,27.3,36.5,26.1
2001-05-20,28.1,33.6,26.6
2001-05-21,31.5,29.4,29.2
2001-05-22,24.8,45.4,24.6
2001-05-23,29.4,41.5,28.6
2001-05-24,27.7,44.7,27.3
2001-05-25,26.9,38.8,25.9
2001-05-26,25.4,40.5,24.7
2001-05-27,27,35.1,25.7
2001-05-28,29,33.4,27.3
2001-05-29,30.7,34.7,29.1
2001-05-30,21.5,62.8,22.7
2001-05-31,26.3,35.4,25
2001-06-01,22.5,49.4,22.7
2001-06-02,27,36.6,25.8
2001-06-03,30.9,33.4,29.1
2001-06-04,30.1,40.5,29.2
2001-06-05,25.3,57.9,26.1
2001-06-06,30.8,35.6,29.3
2001-06-07,32.6,29.8,30.3
2001-06-08,31.3,34.7,29.7
2001-06-09,31.7,39.1,30.5
2001-06-10,32.7,37.1,31.3
2001-06-11,29.6,42.2,28.9
2001-06-12,27.1,40.5,26.3
2001-06-13,22.5,75.5,24.6
2001-06-14,27.4,36.7,26.2
2001-06-15,28.3,33.8,26.8
2001-06-16,24.5,56.4,25.2
2001-06-17,29.3,40.3,28.4
2001-06-18,21.4,90.3,24.5
2001-06-19,26.7,56.3,27.4
2001-06-20,25.3,95,28.9
2001-06-21,24.6,65.7,26
2001-06-22,25.4,58,26.2
2001-06-23,23.5,78.4,25.8
2001-06-24,22.5,74,24.5
2001-06-25,28.5,53.3,28.9
2001-06-26,26.6,55.3,27.2
2001-06-27,22.8,87.5,25.7
2001-06-28,26.9,57.8,27.7
2001-06-29,23,99.9,26.8
2001-06-30,23.5,75.2,25.6
2001-07-01,29.6,58.9,30.5
2001-07-02,30.9,68.1,32.5
2001-07-03,26.3,80.7,28.9
2001-07-04,30.9,48,30.7
